Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv0537c	-	Probable integral membrane protein	2017_Xu_1B	-0.74621014849871	0.382875	1	3
Rv0538	-	Possible conserved membrane protein	2017_Xu_1B	-1.26657199616579	0.082886	1	3
Rv0539	-	Probable dolichyl-phosphate sugar synthase (dolichol-phosphate sugar synthetase) (dolichol-phosphate sugar transferase) (sugar phosphoryldolichol synthase)	2017_Xu_1B	0.387908173335175	1	1	2
Rv0540	-	hypothetical protein	2017_Xu_1B	-0.028189076771751	1	1	4
Rv0541c	-	Probable conserved integral membrane protein	2017_Xu_1B	0	1	1	3
Rv0542c	menE	Possible O-succinylbenzoic acid--CoA ligase MenE (OSB-CoA synthetase) (O-succinylbenzoate-CoA synthase)	2017_Xu_1B	0	1	1	0
Rv0543c	-	hypothetical protein	2017_Xu_1B	0	1	1	4
Rv0544c	-	Possible conserved transmembrane protein	2017_Xu_1B	0.617364108134638	1	1	3
Rv0545c	pitA	Probable low-affinity inorganic phosphate transporter integral membrane protein PitA	2017_Xu_1B	0.570411397174774	1	1	0
Rv0546c	-	hypothetical protein	2017_Xu_1B	0.788536571724592	0.483992	1	3
Rv0547c	-	Possible oxidoreductase	2017_Xu_1B	0.190327764802112	1	1	3
Rv0548c	menB	Naphthoate synthase MenB (dihydroxynaphthoic acid synthetase) (DHNA synthetase)	2017_Xu_1B	0	1	1	0
Rv0549c	vapC3	Possible toxin VapC3	2017_Xu_1B	0.579963057457609	1	1	3
Rv0550c	vapB3	Possible antitoxin VapB3	2017_Xu_1B	0.21152379195441	1	1	3
Rv0551c	fadD8	Probable fatty-acid-CoA ligase FadD8 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	2017_Xu_1B	-0.15871361806232	1	1	1
Rv0552	-	hypothetical protein	2017_Xu_1B	-0.052488951209807	1	1	3
Rv0553	menC	Probable muconate cycloisomerase MenC (cis,cis-muconate lactonizing enzyme) (MLE)	2017_Xu_1B	0	1	1	1
Rv0554	bpoC	Possible peroxidase BpoC (non-haem peroxidase)	2017_Xu_1B	-0.16561700825125	1	1	1
Rv0555	menD	Probable bifunctional menaquinone biosynthesis protein MenD : 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) + 2-oxoglutarate decarboxylase (alpha-ketoglutarate decarboxylase) (KDC)	2017_Xu_1B	0	1	1	0
Rv0556	-	Probable conserved transmembrane protein	2017_Xu_1B	0	1	1	3
Rv0557	mgtA	Mannosyltransferase MgtA	2017_Xu_1B	-0.166877574229296	1	1	1
Rv0558	menH	Probable ubiquinone/menaquinone biosynthesis methyltransferase MenH (2-heptaprenyl-1,4-naphthoquinone methyltransferase)	2017_Xu_1B	0	1	1	0
Rv0559c	-	Possible conserved secreted protein	2017_Xu_1B	0.158600122607848	1	1	3
Rv0560c	-	Possible benzoquinone methyltransferase (methylase)	2017_Xu_1B	-0.363467245002205	1	1	2
Rv0561c	-	Possible oxidoreductase	2017_Xu_1B	-1.21680571590551	0.207181	1	2
Rv0562	grcC1	Probable polyprenyl-diphosphate synthase GrcC1 (polyprenyl pyrophosphate synthetase)	2017_Xu_1B	0	1	1	0
Rv0563	htpX	Probable protease transmembrane protein heat shock protein HtpX	2017_Xu_1B	-1.06843801556858	0.387527	1	0
Rv0564c	gpdA1	Probable glycerol-3-phosphate dehydrogenase [NAD(P)+] GpdA1 (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	2017_Xu_1B	-0.090686901342517	1	1	0
Rv0565c	-	Probable monooxygenase	2017_Xu_1B	-0.175341552692056	1	1	2
Rv0566c	-	hypothetical protein	2017_Xu_1B	-0.264673433079178	1	1	4
Rv0567	-	Probable methyltransferase/methylase	2017_Xu_1B	0.091591156403076	1	1	2
Rv0568	cyp135B1	Possible cytochrome P450 135B1 Cyp135B1	2017_Xu_1B	-0.026085382608909	1	1	0
Rv0569	-	hypothetical protein	2017_Xu_1B	0.150579399130435	1	1	4
Rv0570	nrdZ	Probable ribonucleoside-diphosphate reductase (large subunit) NrdZ (ribonucleotide reductase)	2017_Xu_1B	0.079613431077805	1	1	0
Rv0571c	-	hypothetical protein	2017_Xu_1B	0.45859431565001	1	1	4
Rv0572c	-	Hypothetical protein	2017_Xu_1B	-0.117635616587948	1	1	4
Rv0573c	pncB2	Nicotinic acid phosphoribosyltransferase PncB2	2017_Xu_1B	0.107072441076099	1	1	1
Rv0574c	-	hypothetical protein	2017_Xu_1B	0.055660819717631	1	1	3
Rv0575c	-	Possible oxidoreductase	2017_Xu_1B	0.06375055682538	1	1	2
Rv0576	-	Probable transcriptional regulatory protein (possibly ArsR-family)	2017_Xu_1B	-0.103803496046097	1	1	1
Rv0577	TB27.3	Conserved protein TB27.3	2017_Xu_1B	-0.203325983224544	1	1	3
Rv0578c	PE_PGRS7	PE-PGRS family protein PE_PGRS7	2017_Xu_1B	0.521534730066314	1	1	2
Rv0579	-	hypothetical protein	2017_Xu_1B	0.155290948071513	1	1	4
Rv0580c	-	hypothetical protein	2017_Xu_1B	-0.027322122248552	1	1	4
Rv0581	vapB26	Possible antitoxin VapB26	2017_Xu_1B	0.190309127389285	1	1	3
Rv0582	vapC26	Possible toxin VapC26 Contains PIN domain	2017_Xu_1B	-0.571829376148498	1	1	3
Rv0583c	lpqN	Probable conserved lipoprotein LpqN	2017_Xu_1B	0.030913665987937	1	1	2
Rv0584	-	Possible conserved exported protein	2017_Xu_1B	-0.017994741531053	1	1	3
Rv0585c	-	Probable conserved integral membrane protein	2017_Xu_1B	0.162752047608862	1	1	3
Rv0586	mce2R	Probable transcriptional regulatory protein Mce2R (GntR-family)	2017_Xu_1B	-0.500670969335397	1	1	0
Rv0587	yrbE2A	Conserved hypothetical integral membrane protein YrbE2A	2017_Xu_1B	-0.449156877596862	1	1	1
Rv0588	yrbE2B	Conserved hypothetical integral membrane protein YrbE2B	2017_Xu_1B	-0.038386909088323	1	1	1
Rv0589	mce2A	Mce-family protein Mce2A	2017_Xu_1B	0.01424722562811	1	1	1
Rv0590	mce2B	Mce-family protein Mce2B	2017_Xu_1B	-0.026499414442991	1	1	1
Rv0590A	-	Mce-family related protein	2017_Xu_1B	-0.223130939418041	1	1	3
Rv0591	mce2C	Mce-family protein Mce2C	2017_Xu_1B	0.120281925730837	1	1	1
Rv0592	mce2D	Mce-family protein Mce2D	2017_Xu_1B	-0.184545644401251	1	1	1
Rv0593	lprL	Possible Mce-family lipoprotein LprL (Mce-family lipoprotein Mce2E)	2017_Xu_1B	-0.227258610309204	1	1	1
Rv0594	mce2F	Mce-family protein Mce2F	2017_Xu_1B	0.101766676282875	1	1	1
Rv0595c	vapC4	Possible toxin VapC4	2017_Xu_1B	-0.126023521679183	1	1	3
Rv0596c	vapB4	Possible antitoxin VapB4	2017_Xu_1B	-0.13166566825596	1	1	2
Rv0597c	-	hypothetical protein	2017_Xu_1B	-0.101708276099511	1	1	4
Rv0598c	vapC27	Possible toxin VapC27 Contains PIN domain	2017_Xu_1B	0.176237752152072	1	1	3
Rv0599c	vapB27	Possible antitoxin VapB27	2017_Xu_1B	0.051436872431401	1	1	2
Rv0600c	-	Two component sensor kinase [second part]	2017_Xu_1B	0.64538527846147	1	1	1
Rv0601c	-	Two component sensor kinase [first part]	2017_Xu_1B	0.573479932673864	1	1	1
Rv0602c	tcrA	Two component DNA binding transcriptional regulatory protein TcrA	2017_Xu_1B	0.436585941915238	1	1	0
Rv0603	-	Possible exported protein	2017_Xu_1B	0.057770532094631	1	1	4
Rv0604	lpqO	Probable conserved lipoprotein LpqO	2017_Xu_1B	-0.166733338176756	1	1	2
Rv0605	-	Possible resolvase	2017_Xu_1B	-0.059103325725376	1	1	1
Rv0606	-	Possible transposase (fragment)	2017_Xu_1B	-0.075263786606848	1	1	1
Rv0607	-	Hypothetical protein	2017_Xu_1B	0.322181696102246	1	1	4
Rv0608	vapB28	Possible antitoxin VapB28	2017_Xu_1B	0.201806649365664	1	1	3
Rv0609	vapC28	Possible toxin VapC28 Contains PIN domain	2017_Xu_1B	-0.420138564903173	1	1	3
Rv0609A	-	hypothetical protein	2017_Xu_1B	0.612164228279794	1	1	3
Rv0610c	-	Hypothetical protein	2017_Xu_1B	-0.010553778160741	1	1	3
Rv0611c	-	Hypothetical protein	2017_Xu_1B	0.087705521736637	1	1	4
Rv0612	-	hypothetical protein	2017_Xu_1B	0.224860109808801	1	1	4
Rv0613c	-	hypothetical protein	2017_Xu_1B	0.055908885591894	1	1	3
Rv0614	-	hypothetical protein	2017_Xu_1B	0.044344912360884	1	1	4
Rv0615	-	Probable integral membrane protein	2017_Xu_1B	0.424871859383419	1	1	3
Rv0616c	-	Hypothetical protein	2017_Xu_1B	0.085061078236344	1	1	4
Rv0617	vapC29	Possible toxin VapC29 Contains PIN domain	2017_Xu_1B	-0.583873412692922	1	1	3
Rv0618	galTa	Probable galactose-1-phosphate uridylyltransferase GalTa [first part]	2017_Xu_1B	0.252862298163287	1	1	0
Rv0619	galTb	Probable galactose-1-phosphate uridylyltransferase GalTb [second part]	2017_Xu_1B	0.000435662102326	1	1	0
Rv0620	galK	Probable galactokinase GalK (galactose kinase)	2017_Xu_1B	0.188646844323175	1	1	0
Rv0621	-	Possible membrane protein	2017_Xu_1B	0.001249266962941	1	1	2
Rv0622	-	Possible membrane protein	2017_Xu_1B	-0.124455099124888	1	1	3
Rv0623	vapB30	Possible antitoxin VapB30	2017_Xu_1B	0.337695410745679	1	1	3
Rv0624	vapC30	Possible toxin VapC30 Contains PIN domain	2017_Xu_1B	-0.497491165409727	1	1	3
Rv0625c	-	Probable conserved transmembrane protein	2017_Xu_1B	0.160934414867671	1	1	3
Rv0626	vapB5	Possible antitoxin VapB5	2017_Xu_1B	0.550638239980289	1	1	1
Rv0627	vapC5	Possible toxin VapC5	2017_Xu_1B	0	1	1	3
Rv0628c	-	hypothetical protein	2017_Xu_1B	0.060945181166302	1	1	4
Rv0629c	recD	Probable exonuclease V (alpha chain) RecD (exodeoxyribonuclease V alpha chain) (exodeoxyribonuclease V polypeptide)	2017_Xu_1B	0.334544511030034	1	1	0
Rv0630c	recB	Probable exonuclease V (beta chain) RecB (exodeoxyribonuclease V beta chain)(exodeoxyribonuclease V polypeptide) (chi-specific endonuclease)	2017_Xu_1B	0.032012118436267	1	1	0
Rv0631c	recC	Probable exonuclease V (gamma chain) RecC (exodeoxyribonuclease V gamma chain)(exodeoxyribonuclease V polypeptide)	2017_Xu_1B	0.135181969979	1	1	0
Rv0632c	echA3	Probable enoyl-CoA hydratase EchA3 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1B	0.075369990023648	1	1	0
Rv0633c	-	Possible exported protein	2017_Xu_1B	0.083596165875426	1	1	4
Rv0634c	-	Possible glyoxalase II (hydroxyacylglutathione hydrolase) (GLX II)	2017_Xu_1B	-0.200641021655627	1	1	2
Rv0634A	-	hypothetical protein	2017_Xu_1B	-0.36225303838994	1	1	3
Rv0634B	rpmG2	50S ribosomal protein L33 RpmG2	2017_Xu_1B	0	1	1	0
Rv0635	hadA	(3R)-hydroxyacyl-ACP dehydratase subunit HadA	2017_Xu_1B	0	1	1	2
Rv0636	hadB	(3R)-hydroxyacyl-ACP dehydratase subunit HadB	2017_Xu_1B	0	1	1	1
Rv0637	hadC	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	2017_Xu_1B	0	1	1	2
Rv0638	secE1	Probable preprotein translocase SecE1	2017_Xu_1B	0	1	1	0
Rv0639	nusG	Probable transcription antitermination protein NusG	2017_Xu_1B	0	1	1	0
Rv0640	rplK	50S ribosomal protein L11 RplK	2017_Xu_1B	0	1	1	0
Rv0641	rplA	50S ribosomal protein L1 RplA	2017_Xu_1B	0	1	1	0
Rv0642c	mmaA4	Methoxy mycolic acid synthase 4 MmaA4 (methyl mycolic acid synthase 4) (MMA4) (hydroxy mycolic acid synthase)	2017_Xu_1B	-0.46223468451196	0.815162	1	0
Rv0643c	mmaA3	Methoxy mycolic acid synthase 3 MmaA3 (methyl mycolic acid synthase 3) (MMA3) (hydroxy mycolic acid synthase)	2017_Xu_1B	0.381909647662055	1	1	0
Rv0644c	mmaA2	Methoxy mycolic acid synthase 2 MmaA2 (methyl mycolic acid synthase 2) (MMA2) (hydroxy mycolic acid synthase)	2017_Xu_1B	-0.067582134745599	1	1	0
Rv0645c	mmaA1	Methoxy mycolic acid synthase 1 MmaA1 (methyl mycolic acid synthase 1) (MMA1) (hydroxy mycolic acid synthase)	2017_Xu_1B	-0.568106932452975	0.752002	1	0
Rv0646c	lipG	Probable lipase/esterase LipG	2017_Xu_1B	-0.537963862668693	1	1	2
Rv0647c	-	hypothetical protein	2017_Xu_1B	0	1	1	4
Rv0648	-	Alpha-mannosidase	2017_Xu_1B	0.155877540201732	1	1	2
Rv0649	fabD2	Possible malonyl CoA-acyl carrier protein transacylase FabD2 (MCT)	2017_Xu_1B	0.100280204968454	1	1	1
Rv0650	-	Possible sugar kinase	2017_Xu_1B	0.295185573789902	1	1	2
Rv0651	rplJ	50S ribosomal protein L10 RplJ	2017_Xu_1B	0	1	1	0
Rv0652	rplL	50S ribosomal protein L7/L12 RplL (SA1)	2017_Xu_1B	0	1	1	0
Rv0653c	-	Possible transcriptional regulatory protein (probably TetR-family)	2017_Xu_1B	-0.170024536387343	1	1	1
Rv0654	-	Probable dioxygenase	2017_Xu_1B	-0.056465186253616	1	1	2
Rv0655	mkl	Possible ribonucleotide-transport ATP-binding protein ABC transporter Mkl	2017_Xu_1B	0.377181411054252	1	1	0
Rv0656c	vapC6	Possible toxin VapC6	2017_Xu_1B	-0.263596031138343	1	1	2
Rv0657c	vapB6	Possible antitoxin VapB6	2017_Xu_1B	-0.085460488339192	1	1	2
Rv0658c	-	Probable conserved integral membrane protein	2017_Xu_1B	-0.059683667438027	1	1	3
Rv0659c	mazF2	Toxin MazF2	2017_Xu_1B	-0.052911531038443	1	1	2
Rv0660c	mazE2	Possible antitoxin MazE2	2017_Xu_1B	-0.205283176035092	1	1	3
Rv0661c	vapC7	Possible toxin VapC7	2017_Xu_1B	0.060890668341152	1	1	3
Rv0662c	vapB7	Possible antitoxin VapB7	2017_Xu_1B	0	1	1	3
Rv0663	atsD	Possible arylsulfatase AtsD (aryl-sulfate sulphohydrolase) (arylsulphatase)	2017_Xu_1B	-0.231455587460944	1	1	0
Rv0664	vapB8	Possible antitoxin VapB8	2017_Xu_1B	-0.0520934612511	1	1	3
Rv0665	vapC8	Possible toxin VapC8	2017_Xu_1B	-0.778302618924087	1	1	3
Rv0666	-	Possible membrane protein	2017_Xu_1B	0	1	1	4
Rv0667	rpoB	DNA-directed RNA polymerase (beta chain) RpoB (transcriptase beta chain) (RNA polymerase beta subunit)	2017_Xu_1B	0	1	1	0
Rv0668	rpoC	DNA-directed RNA polymerase (beta' chain) RpoC (transcriptase beta' chain) (RNA polymerase beta' subunit)	2017_Xu_1B	0	1	1	0
Rv0669c	-	Possible hydrolase	2017_Xu_1B	-0.056214899766558	1	1	4
Rv0670	end	Probable endonuclease IV End (endodeoxyribonuclease IV) (apurinase)	2017_Xu_1B	-0.155281508930842	1	1	0
Rv0671	lpqP	Possible conserved lipoprotein LpqP	2017_Xu_1B	-0.044182769533009	1	1	1
Rv0672	fadE8	Probable acyl-CoA dehydrogenase FadE8	2017_Xu_1B	0.245564625779337	1	1	1
Rv0673	echA4	Possible enoyl-CoA hydratase EchA4 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1B	0.112575182340512	1	1	0
Rv0674	-	hypothetical protein	2017_Xu_1B	0.589926312590817	1	1	3
Rv0675	echA5	Probable enoyl-CoA hydratase EchA5 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1B	-0.11542804664776	1	1	0
Rv0676c	mmpL5	Probable conserved transmembrane transport protein MmpL5	2017_Xu_1B	0.099039552703679	1	1	2
Rv0677c	mmpS5	Possible conserved membrane protein MmpS5	2017_Xu_1B	0.090684369929666	1	1	1
Rv0678	-	hypothetical protein	2017_Xu_1B	-0.141699488401282	1	1	4
Rv0679c	-	Conserved threonine rich protein	2017_Xu_1B	-0.106915203916512	1	1	3
Rv0680c	-	Probable conserved transmembrane protein	2017_Xu_1B	-0.237687845178969	1	1	3
Rv0681	-	Probable transcriptional regulatory protein (possibly TetR-family)	2017_Xu_1B	0.007948753115491	1	1	1
Rv0682	rpsL	30S ribosomal protein S12 RpsL	2017_Xu_1B	0	1	1	0
Rv0683	rpsG	30S ribosomal protein S7 RpsG	2017_Xu_1B	0	1	1	0
Rv0684	fusA1	Probable elongation factor G FusA1 (EF-G)	2017_Xu_1B	0	1	1	0
Rv0685	tuf	Probable iron-regulated elongation factor TU Tuf (EF-TU)	2017_Xu_1B	0	1	1	0
Rv0686	-	Probable membrane protein	2017_Xu_1B	0.027352762560945	1	1	3
Rv0687	-	Probable short-chain type dehydrogenase/reductase	2017_Xu_1B	0.358677281034567	1	1	3
Rv0688	-	Putative ferredoxin reductase	2017_Xu_1B	-0.02598255503372	1	1	2
Rv0689c	-	Hypothetical protein	2017_Xu_1B	0.095283948119734	1	1	4
Rv0690c	-	hypothetical protein	2017_Xu_1B	0.055392348637402	1	1	4
Rv0691c	-	Probable transcriptional regulatory protein	2017_Xu_1B	-0.034612943264776	1	1	1
Rv0692	-	hypothetical protein	2017_Xu_1B	0.366964379263862	1	1	4
Rv0693	pqqE	Probable coenzyme PQQ synthesis protein E PqqE (coenzyme PQQ synthesis protein III)	2017_Xu_1B	-0.060523421257491	1	1	1
Rv0694	lldD1	Possible L-lactate dehydrogenase (cytochrome) LldD1	2017_Xu_1B	0.38676329175325	1	1	0
Rv0695	-	hypothetical protein	2017_Xu_1B	-0.093172612568709	1	1	4
Rv0696	-	Probable membrane sugar transferase	2017_Xu_1B	0.348532935815133	1	1	2
Rv0697	-	Probable dehydrogenase	2017_Xu_1B	-0.582550830837478	1	1	2
Rv0698	-	hypothetical protein	2017_Xu_1B	0.413283462538901	1	1	4
Rv0699	-	Hypothetical protein	2017_Xu_1B	-0.724365557386573	1	1	4
Rv0700	rpsJ	30S ribosomal protein S10 RpsJ (transcription antitermination factor NusE)	2017_Xu_1B	0	1	1	0
Rv0701	rplC	50S ribosomal protein L3 RplC	2017_Xu_1B	0	1	1	0
Rv0702	rplD	50S ribosomal protein L4 RplD	2017_Xu_1B	0	1	1	0
Rv0703	rplW	50S ribosomal protein L23 RplW	2017_Xu_1B	0	1	1	0
Rv0704	rplB	50S ribosomal protein L2 RplB	2017_Xu_1B	0	1	1	0
Rv0705	rpsS	30S ribosomal protein S19 RpsS	2017_Xu_1B	0	1	1	0
Rv0706	rplV	50S ribosomal protein L22 RplV	2017_Xu_1B	0	1	1	0
Rv0707	rpsC	30S ribosomal protein S3 RpsC	2017_Xu_1B	0	1	1	0
Rv0708	rplP	50S ribosomal protein L16 RplP	2017_Xu_1B	-0.84799690655495	1	1	0
Rv0709	rpmC	50S ribosomal protein L29 RpmC	2017_Xu_1B	0.321928094887362	1	1	0
Rv0710	rpsQ	30S ribosomal protein S17 RpsQ	2017_Xu_1B	0	1	1	0
Rv0711	atsA	Possible arylsulfatase AtsA (aryl-sulfate sulphohydrolase) (arylsulphatase)	2017_Xu_1B	-0.152923721337377	1	1	0
Rv0712	-	hypothetical protein	2017_Xu_1B	0.004540914173259	1	1	4
Rv0713	-	Probable conserved transmembrane protein	2017_Xu_1B	0.073036023817385	1	1	3
Rv0714	rplN	50S ribosomal protein L14 RplN	2017_Xu_1B	0	1	1	0
Rv0715	rplX	50S ribosomal protein L24 RplX	2017_Xu_1B	-0.321928094887362	1	1	0
Rv0716	rplE	50S ribosomal protein L5 RplE	2017_Xu_1B	0	1	1	0
Rv0717	rpsN1	30S ribosomal protein S14 RpsN1	2017_Xu_1B	0	1	1	0
Rv0718	rpsH	30S ribosomal protein S8 RpsH	2017_Xu_1B	0	1	1	0
Rv0719	rplF	50S ribosomal protein L6 RplF	2017_Xu_1B	0	1	1	0
Rv0720	rplR	50S ribosomal protein L18 RplR	2017_Xu_1B	0	1	1	0
Rv0721	rpsE	30S ribosomal protein S5 RpsE	2017_Xu_1B	0	1	1	0
Rv0722	rpmD	50S ribosomal protein L30 RpmD	2017_Xu_1B	0	1	1	0
Rv0723	rplO	50S ribosomal protein L15 RplO	2017_Xu_1B	0	1	1	0
Rv0724	sppA	Possible protease IV SppA (endopeptidase IV) (signal peptide peptidase)	2017_Xu_1B	0.019663274552171	1	1	0
Rv0724A	-	hypothetical protein	2017_Xu_1B				3
Rv0725c	-	hypothetical protein	2017_Xu_1B	-0.088020957627737	1	1	3
Rv0726c	-	Possible S-adenosylmethionine-dependent methyltransferase	2017_Xu_1B	0.006204179173113	1	1	2
Rv0727c	fucA	Possible L-fuculose phosphate aldolase FucA (L-fuculose-1-phosphate aldolase)	2017_Xu_1B	0.091755396745506	1	1	0
Rv0728c	serA2	Possible D-3-phosphoglycerate dehydrogenase SerA2 (phosphoglycerate dehydrogenase) (PGDH)	2017_Xu_1B	0.151346081046906	1	1	0
Rv0729	xylB	Possible D-xylulose kinase XylB (xylulokinase) (xylulose kinase)	2017_Xu_1B	0.056991029618868	1	1	0
Rv0730	-	GCN5-related N-acetyltransferase	2017_Xu_1B	-0.428029519498163	1	1	4
Rv0731c	-	Possible S-adenosylmethionine-dependent methyltransferase	2017_Xu_1B	-0.194995186291351	1	1	2
Rv0732	secY	Probable preprotein translocase SecY	2017_Xu_1B	0	1	1	0
Rv0733	adk	Adenylate kinase Adk (ATP-AMP transphosphorylase)	2017_Xu_1B	0	1	1	0
Rv0734	mapA	Methionine aminopeptidase MapA (map) (peptidase M) (MetAP)	2017_Xu_1B	0.194109666176128	1	1	0
Rv0735	sigL	Probable alternative RNA polymerase sigma factor SigL	2017_Xu_1B	0.264953567156542	1	1	0
Rv0736	rslA	Anti-sigma factor RslA	2017_Xu_1B	0.401393601097808	1	1	1
Rv0737	-	Possible transcriptional regulatory protein	2017_Xu_1B	-0.416777540824988	1	1	1
Rv0738	-	hypothetical protein	2017_Xu_1B	-0.905202245455749	1	1	3
Rv0739	-	hypothetical protein	2017_Xu_1B	-0.0679918204093	1	1	4
Rv0740	-	hypothetical protein	2017_Xu_1B	-0.027292995509501	1	1	4
Rv0741	-	Probable transposase (fragment)	2017_Xu_1B	0.016746503076171	1	1	1
Rv0742	PE_PGRS8	PE-PGRS family protein PE_PGRS8	2017_Xu_1B	0.441823359954463	1	1	2
Rv0743c	-	Hypothetical protein	2017_Xu_1B	-0.454249955009054	1	1	4
Rv0744c	-	Possible transcriptional regulatory protein	2017_Xu_1B	-0.323384627106879	1	1	2
Rv0745	-	hypothetical protein	2017_Xu_1B	0.484532980331688	1	1	4
Rv0746	PE_PGRS9	PE-PGRS family protein PE_PGRS9	2017_Xu_1B	-0.373888050376319	1	1	2
Rv0747	PE_PGRS10	PE-PGRS family protein PE_PGRS10	2017_Xu_1B	-0.214838587470934	1	1	2
Rv0748	vapB31	Possible antitoxin VapB31	2017_Xu_1B	-0.037527686657983	1	1	3
Rv0749	vapC31	Possible toxin VapC31 Contains PIN domain	2017_Xu_1B	0.202311147106502	1	1	3
Rv0749A	-	hypothetical protein	2017_Xu_1B	-0.104294027612463	1	1	3
Rv0750	-	hypothetical protein	2017_Xu_1B	0.178759551687446	1	1	4
Rv0751c	mmsB	Probable 3-hydroxyisobutyrate dehydrogenase MmsB (hibadh)	2017_Xu_1B	-0.246439677795571	1	1	0
Rv0752c	fadE9	Probable acyl-CoA dehydrogenase FadE9	2017_Xu_1B	0.006141537184316	1	1	1
Rv0753c	mmsA	Probable methylmalonate-semialdehyde dehydrogenase MmsA (methylmalonic acid semialdehyde dehydrogenase) (MMSDH)	2017_Xu_1B	0.047829734706572	1	1	0
Rv0754	PE_PGRS11	PE-PGRS family protein PE_PGRS11	2017_Xu_1B	-0.213166725768177	1	1	1
Rv0755c	PPE12	PPE family protein PPE12	2017_Xu_1B	-0.268972958251415	1	1	2
Rv0755A	-	Putative transposase (fragment)	2017_Xu_1B	0.081955078675245	1	1	1
Rv0756c	-	hypothetical protein	2017_Xu_1B	0.103039152121094	1	1	3
Rv0757	phoP	Possible two component system response transcriptional positive regulator PhoP	2017_Xu_1B	-1.53702388615599	0.007126	3	0
Rv0758	phoR	Possible two component system response sensor kinase membrane associated PhoR	2017_Xu_1B	-1.02133674437727	0.088119	1	0
Rv0759c	-	hypothetical protein	2017_Xu_1B	-0.353138054275713	1	1	4
Rv0760c	-	hypothetical protein	2017_Xu_1B	-0.328593291179589	1	1	4
Rv0761c	adhB	Possible zinc-containing alcohol dehydrogenase NAD dependent AdhB	2017_Xu_1B	-0.047880863660907	1	1	0
Rv0762c	-	hypothetical protein	2017_Xu_1B	0.12213532295454	1	1	4
Rv0763c	-	Possible ferredoxin	2017_Xu_1B	0	1	1	1
Rv0764c	cyp51	Cytochrome P450 51 Cyp51 (CYPL1) (P450-L1A1) (sterol 14-alpha demethylase) (lanosterol 14-alpha demethylase) (P450-14DM)	2017_Xu_1B	0.27933997831959	1	1	0
Rv0765c	-	Probable oxidoreductase	2017_Xu_1B	0.085013622987238	1	1	3
Rv0766c	cyp123	Probable cytochrome P450 123 Cyp123	2017_Xu_1B	0.273032016524306	1	1	0
Rv0767c	-	hypothetical protein	2017_Xu_1B	0.334114728527513	1	1	4
Rv0768	aldA	Probable aldehyde dehydrogenase NAD dependent AldA (aldehyde dehydrogenase [NAD+])	2017_Xu_1B	-0.295173737936144	1	1	0
Rv0769	-	Probable dehydrogenase/reductase	2017_Xu_1B	-0.295279479140601	1	1	3
Rv0770	-	Probable dehydrogenase/reductase	2017_Xu_1B	0.42050847679043	1	1	2
Rv0771	-	Possible 4-carboxymuconolactone decarboxylase (CMD)	2017_Xu_1B	0.042369981033559	1	1	2
Rv0772	purD	Probable phosphoribosylamine--glycine ligase PurD (GARS) (glycinamide ribonucleotide synthetase) (phosphoribosylglycinamide synthetase) (5'-phosphoribosylglycinamide synthetase)	2017_Xu_1B	0	1	1	0
Rv0773c	ggtA	Probable bifunctional acylase GgtA: cephalosporin acylase (GL-7ACA acylase) + gamma-glutamyltranspeptidase (GGT)	2017_Xu_1B	0.32689110390689	1	1	0
Rv0774c	-	Probable conserved exported protein	2017_Xu_1B	0.455746948296808	1	1	4
Rv0775	-	hypothetical protein	2017_Xu_1B	0.239945011914569	1	1	4
Rv0776c	-	hypothetical protein	2017_Xu_1B	-0.068179720667759	1	1	4
Rv0777	purB	Probable adenylosuccinate lyase PurB (adenylosuccinase) (ASL) (ASASE)	2017_Xu_1B	0	1	1	0
Rv0778	cyp126	Possible cytochrome P450 126 Cyp126	2017_Xu_1B	0.089953799633501	1	1	0
