Rv_ID,gene_name,Description,Expt,log2FC,q-val,# control reps,# experimental reps,meaning,paper_title,paper_URL
Rv0236A,Rv0236A,Small secreted protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0236c,aftD,Possible arabinofuranosyltransferase AftD,xu_rif_4_vs_xu_rif_0,-0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0237,lpqI,Probable conserved lipoprotein LpqI,xu_rif_4_vs_xu_rif_0,0.46,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0238,Rv0238,Possible transcriptional regulatory protein (probably TetR-family),xu_rif_4_vs_xu_rif_0,-0.83,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0239,vapB24,Possible antitoxin VapB24,xu_rif_4_vs_xu_rif_0,0.36,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0240,vapC24,Possible toxin VapC24 Contains PIN domain,xu_rif_4_vs_xu_rif_0,-0.14,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0241c,htdX,Probable 3-hydroxyacyl-thioester dehydratase HtdX,xu_rif_4_vs_xu_rif_0,0.27,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0242c,fabG4,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG4 (3-ketoacyl-acyl carrier protein reductase),xu_rif_4_vs_xu_rif_0,0.24,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0243,fadA2,Probable acetyl-CoA acyltransferase FadA2 (3-ketoacyl-CoA thiolase) (beta-ketothiolase),xu_rif_4_vs_xu_rif_0,-0.19,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0244c,fadE5,Probable acyl-CoA dehydrogenase FadE5,xu_rif_4_vs_xu_rif_0,-0.73,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0245,Rv0245,Possible oxidoreductase,xu_rif_4_vs_xu_rif_0,0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0246,Rv0246,Probable conserved integral membrane protein,xu_rif_4_vs_xu_rif_0,-0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0247c,Rv0247c,Probable succinate dehydrogenase [iron-sulfur subunit] (succinic dehydrogenase),xu_rif_4_vs_xu_rif_0,0.17,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0248c,Rv0248c,Probable succinate dehydrogenase [iron-sulfur subunit] (succinic dehydrogenase),xu_rif_4_vs_xu_rif_0,-0.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0249c,Rv0249c,Probable succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase),xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0250c,Rv0250c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.14,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0251c,hsp,Heat shock protein Hsp (heat-stress-induced ribosome-binding protein A),xu_rif_4_vs_xu_rif_0,-0.26,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0252,nirB,Probable nitrite reductase [NAD(P)H] large subunit [FAD flavoprotein] NirB,xu_rif_4_vs_xu_rif_0,-0.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0253,nirD,Probable nitrite reductase [NAD(P)H] small subunit NirD,xu_rif_4_vs_xu_rif_0,-0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0254c,cobU,Probable bifunctional cobalamin biosynthesis protein CobU: cobinamide kinase + cobinamide phosphate guanylyltransferase,xu_rif_4_vs_xu_rif_0,0.19,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0255c,cobQ1,Probable cobyric acid synthase CobQ1,xu_rif_4_vs_xu_rif_0,0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0256c,PPE2,PPE family protein PPE2,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0257,Rv0257,hypothetical protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0258c,Rv0258c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0259c,Rv0259c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-1.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0260c,Rv0260c,Possible transcriptional regulatory protein,xu_rif_4_vs_xu_rif_0,-0.3,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0261c,narK3,Probable integral membrane nitrite extrusion protein NarK3 (nitrite facilitator),xu_rif_4_vs_xu_rif_0,-0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0262c,aac,Aminoglycoside 2'-N-acetyltransferase Aac (Aac(2')-IC),xu_rif_4_vs_xu_rif_0,0.38,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0263c,Rv0263c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.25,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0264c,Rv0264c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0265c,Rv0265c,Probable periplasmic iron-transport lipoprotein,xu_rif_4_vs_xu_rif_0,-0.33,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0266c,oplA,Probable 5-oxoprolinase OplA (5-oxo-L-prolinase) (pyroglutamase) (5-OPASE),xu_rif_4_vs_xu_rif_0,-0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0267,narU,Probable integral membrane nitrite extrusion protein NarU (nitrite facilitator),xu_rif_4_vs_xu_rif_0,0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0268c,Rv0268c,Hypothetical protein,xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0269c,Rv0269c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0270,fadD2,Probable fatty-acid-CoA ligase FadD2 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase),xu_rif_4_vs_xu_rif_0,-0.49,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0271c,fadE6,Probable acyl-CoA dehydrogenase FadE6,xu_rif_4_vs_xu_rif_0,0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0272c,Rv0272c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0273c,Rv0273c,Possible transcriptional regulatory protein,xu_rif_4_vs_xu_rif_0,0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0274,Rv0274,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0275c,Rv0275c,Possible transcriptional regulatory protein (possibly TetR-family),xu_rif_4_vs_xu_rif_0,0.3,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0276,Rv0276,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0277Ac,Rv0277Ac,,xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0277c,vapC25,Possible toxin VapC25 Contains PIN domain,xu_rif_4_vs_xu_rif_0,-0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0278c,PE_PGRS3,PE-PGRS family protein PE_PGRS3,xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0279c,PE_PGRS4,PE-PGRS family protein PE_PGRS4,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0280,PPE3,PPE family protein PPE3,xu_rif_4_vs_xu_rif_0,-0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0281,Rv0281,Possible S-adenosylmethionine-dependent methyltransferase,xu_rif_4_vs_xu_rif_0,-0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0282,eccA3,ESX conserved component EccA3 ESX-3 type VII secretion system protein,xu_rif_4_vs_xu_rif_0,-1.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0283,eccB3,ESX conserved component EccB3 ESX-3 type VII secretion system protein Possible membrane protein,xu_rif_4_vs_xu_rif_0,-0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0284,eccC3,ESX conserved component EccC3 ESX-3 type VII secretion system protein Possible membrane protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0285,PE5,PE family protein PE5,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0286,PPE4,PPE family protein PPE4,xu_rif_4_vs_xu_rif_0,-1.24,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0287,esxG,ESAT-6 like protein EsxG (conserved protein TB9.8),xu_rif_4_vs_xu_rif_0,1.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0288,esxH,Low molecular weight protein antigen 7 EsxH (10 kDa antigen) (CFP-7) (protein TB10.4),xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
