Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv2421c	nadD	Probable nicotinate-nucleotide adenylyltransferase NadD (deamido-NAD(+) pyrophosphorylase) (deamido-NAD(+) diphosphorylase) (nicotinate mononucleotide adenylyltransferase) (NAMN adenylyltransferase)	Essential	intermediary metabolism and respiration	Rv0555, Rv1449c, Rv2361c, Rv0685, Rv2726c, Rv2244, Rv3806c, Rv1094, Rv1381, Rv1656
Rv2422	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3913, Rv2497c, Rv3378c, Rv2677c, Rv3793, Rv2211c, Rv3908, Rv1492, Rv2498c, Rv0221
Rv2423	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv2464c, Rv3616c, Rv2175c, Rv3515c, Rv0598c, Rv3696c, Rv2924c, Rv2402, Rv3792, Rv1915
Rv2424c	-	Probable transposase	Non essential	insertion seqs and phages	Rv1699, Rv1412, Rv3084, Rv3370c, Rv0573c, Rv2873, Rv2245, Rv1168c, Rv1475c, Rv3451
Rv2425c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2174, Rv2005c, Rv0980c, Rv2743c, Rv3146, Rv2946c, Rv1420, Rv2962c, Rv2583c, Rv0867c
Rv2426c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1088, Rv1562c, Rv2429, Rv1341, Rv1001, Rv1497, Rv3855, Rv3878, Rv0297, Rv1448c
Rv2427c	proA	Probable gamma-glutamyl phosphate reductase protein ProA (GPR) (glutamate-5-semialdehyde dehydrogenase) (glutamyl-gamma-semialdehyde dehydrogenase)	Non essential	intermediary metabolism and respiration	Rv3841, Rv0620, Rv0858c, Rv3866, Rv0693, Rv0895, Rv2866, Rv0191, Rv0469, Rv2549c
Rv2428	ahpC	Alkyl hydroperoxide reductase C protein AhpC (alkyl hydroperoxidase C)	Non essential	virulence, detoxification, adaptation	Rv0282, Rv1169c, Rv2870c, Rv1755c, Rv1938, Rv1848, Rv3130c, Rv2521, Rv3197A, Rv2816c
Rv2429	ahpD	Alkyl hydroperoxide reductase D protein AhpD (alkyl hydroperoxidase D)	Non essential	virulence, detoxification, adaptation	Rv3088, Rv0295c, Rv1029, Rv1001, Rv0570, Rv3855, Rv2821c, Rv3878, Rv2872, Rv1497
Rv2430c	PPE41	PPE family protein PPE41	Non essential	PE/PPE	Rv0577, Rv1173, Rv2350c, Rv0187, Rv0751c, Rv2872, Rv1076, Rv2959c, Rv2821c, Rv2213
Rv2431c	PE25	PE family protein PE25	Non essential	PE/PPE	Rv1527c, Rv2465c, Rv1484, Rv1876, Rv0054, Rv2589, Rv1293, Rv3425, Rv3791, Rv2121c
Rv2432c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3146, Rv2005c, Rv2174, Rv3145, Rv1222, Rv3151, Rv2386c, Rv3148, Rv3273, Rv0445c
Rv2433c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv2741, Rv2066, Rv2234, Rv3826, Rv0432, Rv0469, Rv0655, Rv2249c, Rv0895, Rv3557c
Rv2434c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv3740c, Rv3225c, Rv0886, Rv3106, Rv1308, Rv2501c, Rv3366, Rv2294, Rv3487c, Rv1256c
Rv2435c	-	Probable cyclase (adenylyl-or guanylyl-)(adenylate-or guanylate-)	Non essential	intermediary metabolism and respiration	Rv1876, Rv3808c, Rv2431c, Rv2725c, Rv2589, Rv1484, Rv0252, Rv0054, Rv1980c, Rv1527c
Rv2436	rbsK	Ribokinase RbsK	Non essential	intermediary metabolism and respiration	Rv1317c, Rv2958c, Rv2407, Rv2911, Rv0114, Rv0262c, Rv0233, Rv2289, Rv1886c, Rv3198c
Rv2437	-	Conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0469, Rv2427c, Rv3866, Rv0655, Rv0858c, Rv0895, Rv0693, Rv3087, Rv0620, Rv3841
Rv2438A	-	hypothetical protein	Essential	conserved hypotheticals	Rv2976c, Rv0617, Rv3809c, Rv3315c, Rv0864, Rv1860, Rv1284, Rv1108c, Rv0098, Rv3557c
Rv2438c	nadE	Glutamine-dependent NAD(+) synthetase NadE (NAD(+) synthase [glutamine-hydrolysing])	Essential	intermediary metabolism and respiration	Rv2746c, Rv1483, Rv1594, Rv2194, Rv3014c, Rv2753c, Rv1797, Rv0736, Rv1795, Rv1782
Rv2439c	proB	Probable glutamate 5-kinase protein ProB (gamma-glutamyl kinase) (GK)	Essential	intermediary metabolism and respiration	Rv1437, Rv1436, Rv3457c, Rv1415, Rv0787A, Rv2995c, Rv3838c, Rv0809, Rv3710, Rv2988c
Rv2440c	obg	Probable GTP1/Obg-family GTP-binding protein Obg	Essential	intermediary metabolism and respiration	Rv0683, Rv2482c, Rv2539c, Rv1655, Rv1023, Rv0682, Rv3721c, Rv2682c, Rv0706, Rv2614c
Rv2441c	rpmA	50S ribosomal protein L27 RpmA	Growth defect	information pathways	Rv2152c, Rv2540c, Rv2050, Rv2156c, Rv3624c, Rv2983, Rv2359, Rv3805c, Rv2195, Rv3858c
Rv2442c	rplU	50S ribosomal protein L21 RplU	Growth defect	information pathways	Rv1017c, Rv1827, Rv1990c, Rv2448c, Rv2572c, Rv0236c, Rv2361c, Rv2726c, Rv1326c, Rv0534c
Rv2443	dctA	Probable C4-dicarboxylate-transport transmembrane protein DctA	Non essential	cell wall and cell processes	Rv3598c, Rv0183, Rv3433c, Rv0058, Rv0535, Rv3406, Rv1336, Rv2402, Rv0103c, Rv2924c
Rv2444c	rne	Possible ribonuclease E Rne	Essential domain	information pathways	Rv3261, Rv3810, Rv3262, Rv2453c, Rv2200c, Rv1474c, Rv3384c, Rv1638, Rv3722c, Rv1347c
Rv2445c	ndkA	Probable nucleoside diphosphate kinase NdkA (NDK) (NDP kinase) (nucleoside-2-P kinase)	Non essential	intermediary metabolism and respiration	Rv1013, Rv1665, Rv2607, Rv2977c, Rv2462c, Rv1695, Rv0551c, Rv1989c, Rv3379c, Rv1201c
Rv2446c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv0969, Rv1745c, Rv0847, Rv0987, Rv3082c, Rv0677c, Rv0908, Rv2866, Rv3398c, Rv1207
Rv2447c	folC	Probable folylpolyglutamate synthase protein FolC (folylpoly-gamma-glutamate synthetase) (FPGS)	Essential	intermediary metabolism and respiration	Rv3582c, Rv0803, Rv1527c, Rv1416, Rv2188c, Rv0054, Rv1315, Rv1654, Rv3791, Rv2589
Rv2448c	valS	Probable valyl-tRNA synthase protein ValS (valyl-tRNA synthetase) (valine--tRNA ligase) (valine translase)	Essential	information pathways	Rv2572c, Rv1017c, Rv1990c, Rv0236c, Rv1326c, Rv1827, Rv2726c, Rv1656, Rv2361c, Rv2244
Rv2449c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0137c, Rv2232, Rv2625c, Rv3153, Rv2596, Rv1302, Rv2350c, Rv0577, Rv3157, Rv3754
Rv2450c	rpfE	Probable resuscitation-promoting factor RpfE	Non essential	cell wall and cell processes	Rv2881c, Rv0404, Rv3065, Rv1328, Rv1162, Rv0609, Rv1266c, Rv2852c, Rv2222c, Rv1743
Rv2451	-	Hypothetical proline and serine rich protein	Non essential	conserved hypotheticals	Rv1168c, Rv2245, Rv2284, Rv3701c, Rv1991c, Rv2604c, Rv3370c, Rv1412, Rv0573c, Rv2873
Rv2452c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1258c, Rv3089, Rv2688c, Rv1221, Rv2817c, Rv1180, Rv1021, Rv2818c, Rv3417c, Rv3307
Rv2453c	mobA	Probable molybdopterin-guanine dinucleotide biosynthesis protein A MobA	Non essential	intermediary metabolism and respiration	Rv3261, Rv0465c, Rv1347c, Rv2476c, Rv1701, Rv3810, Rv1349, Rv1638, Rv1348, Rv0470c
Rv2454c	-	Probable oxidoreductase (beta subunit)	Growth defect	intermediary metabolism and respiration	Rv2455c, Rv1170, Rv0066c, Rv3455c, Rv0410c, Rv0946c, Rv2837c, Rv1512, Rv3849, Rv3101c
Rv2455c	-	Probable oxidoreductase (alpha subunit)	Growth defect	intermediary metabolism and respiration	Rv2454c, Rv1170, Rv0066c, Rv0410c, Rv0946c, Rv3455c, Rv1512, Rv2837c, Rv2050, Rv3849
Rv2456c	-	Probable conserved integral membrane transport protein	Growth advantage	cell wall and cell processes	Rv3842c, Rv0203, Rv2376c, Rv0475, Rv0045c, Rv0751c, Rv1302, Rv2350c, Rv0888, Rv2982c
Rv2457c	clpX	Probable ATP-dependent CLP protease ATP-binding subunit ClpX	Essential	intermediary metabolism and respiration	Rv3634c, Rv1547, Rv2163c, Rv1018c, Rv1689, Rv0684, Rv1630, Rv3583c, Rv3597c, Rv3580c
Rv2458	mmuM	Probable homocysteine S-methyltransferase MmuM (S-methylmethionine:homocysteine methyltransferase) (cysteine methyltransferase)	Growth advantage	intermediary metabolism and respiration	Rv0985c, Rv2389c, Rv2733c, Rv1675c, Rv1911c, Rv0230c, Rv1818c, Rv3586, Rv1160, Rv2285
Rv2459	-	Probable conserved integral membrane transport protein	Growth advantage	cell wall and cell processes	Rv3722c, Rv1189, Rv1633, Rv2820c, Rv1106c, Rv2009, Rv1143, Rv1196, Rv0903c, Rv1690
Rv2460c	clpP2	Probable ATP-dependent CLP protease proteolytic subunit 2 ClpP2 (endopeptidase CLP 2)	Essential	intermediary metabolism and respiration	Rv3800c, Rv1606, Rv2845c, Rv1485, Rv1536, Rv1011, Rv3436c, Rv2357c, Rv2703, Rv0429c
Rv2461c	clpP1	Probable ATP-dependent CLP protease proteolytic subunit 1 ClpP1 (endopeptidase CLP)	Essential	intermediary metabolism and respiration	Rv3048c, Rv3051c, Rv3915, Rv2139, Rv0284, Rv2122c, Rv2178c, Rv3713, Rv1310, Rv0046c
Rv2462c	tig	Probable trigger factor (TF) protein Tig	Non essential	cell wall and cell processes	Rv2607, Rv3379c, Rv1304, Rv1013, Rv3712, Rv2445c, Rv0286, Rv1201c, Rv1989c, Rv3731
Rv2463	lipP	Probable esterase/lipase LipP	Non essential	intermediary metabolism and respiration	Rv3132c, Rv2740, Rv0018c, Rv3416, Rv2103c, Rv3405c, Rv2002, Rv0734, Rv1253, Rv1857
Rv2464c	-	Possible DNA glycosylase	Non essential	information pathways	Rv2175c, Rv3515c, Rv0598c, Rv3616c, Rv3696c, Rv2924c, Rv3792, Rv2402, Rv1915, Rv3433c
Rv2465c	rpiB	Ribose-5-phosphate isomerase	Essential	intermediary metabolism and respiration	Rv3425, Rv1484, Rv2742c, Rv2431c, Rv2121c, Rv1293, Rv3012c, Rv2538c, Rv2158c, Rv0417
Rv2466c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1884c, Rv2276, Rv0020c, Rv0678, Rv0496, Rv3282, Rv0130, Rv2673, Rv3149, Rv0937c
Rv2467	pepN	Probable aminopeptidase N PepN (Lysyl aminopeptidase) (LYS-AP) (alanine aminopeptidase)	Non essential	intermediary metabolism and respiration	Rv3810, Rv3384c, Rv3262, Rv2737c, Rv1474c, Rv2200c, Rv1082, Rv2358, Rv3261, Rv1349
Rv2468c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1698, Rv0967, Rv1909c, Rv0099, Rv1237, Rv2922c, Rv3874, Rv3723, Rv2378c, Rv3131
Rv2469c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0754, Rv1267c, Rv3655c, Rv1563c, Rv1996, Rv3702c, Rv1731, Rv3704c, Rv3812, Rv2964
Rv2470	glbO	Globin (oxygen-binding protein) GlbO	Non essential	intermediary metabolism and respiration	Rv0824c, Rv3914, Rv1942c, Rv0733, Rv2773c, Rv3443c, Rv0440, Rv3465, Rv1539, Rv3804c
Rv2471	aglA	Probable alpha-glucosidase AglA (maltase) (glucoinvertase) (glucosidosucrase) (maltase-glucoamylase) (lysosomal alpha-glucosidase) (acid maltase)	Non essential	intermediary metabolism and respiration	Rv0221, Rv3036c, Rv2852c, Rv2211c, Rv2497c, Rv2677c, Rv2498c, Rv2573, Rv1492, Rv0735
Rv2472	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1625c, Rv1820, Rv3111, Rv1984c, Rv1634, Rv1985c, Rv3585, Rv1736c, Rv2918c, Rv2074
Rv2473	-	Possible alanine and proline rich membrane protein	Non essential	cell wall and cell processes	Rv1399c, Rv0838, Rv1660, Rv3059, Rv1143, Rv1511, Rv0491, Rv1028c, Rv3056, Rv2823c
Rv2474c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0757, Rv3619c, Rv2218, Rv2878c, Rv1246c, Rv0518, Rv0821c, Rv2176, Rv2484c, Rv3823c
Rv2475c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2626c, Rv2938, Rv2945c, Rv2937, Rv2942, Rv1099c, Rv2936, Rv0008c, Rv3667, Rv3615c
Rv2476c	gdh	Probable NAD-dependent glutamate dehydrogenase Gdh (NAD-Gdh) (NAD-dependent glutamic dehydrogenase)	Non essential	intermediary metabolism and respiration	Rv1347c, Rv1701, Rv1638, Rv2453c, Rv3873, Rv3614c, Rv0860, Rv2224c, Rv0903c, Rv0450c
Rv2477c	-	Probable macrolide-transport ATP-binding protein ABC transporter	Essential	cell wall and cell processes	Rv1828, Rv1300, Rv1600, Rv0884c, Rv1338, Rv1617, Rv3221A, Rv1093, Rv3246c, Rv3356c
Rv2478c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3158, Rv3232c, Rv1955, Rv0924c, Rv0932c, Rv0644c, Rv3617, Rv0931c, Rv0516c, Rv1213
Rv2479c	-	Probable transposase	Non essential	insertion seqs and phages	Rv0351, Rv2939, Rv2934, Rv2935, Rv2941, Rv2933, Rv2932, Rv2931, Rv2930, Rv0902c
Rv2480c	-	Possible transposase for insertion sequence element IS6110 (fragment)	Non essential	insertion seqs and phages	Rv2930, Rv2933, Rv2932, Rv2931, Rv2941, Rv2935, Rv2939, Rv2934, Rv0351, Rv0005
Rv2481c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv2430c, Rv0187, Rv0577, Rv2821c, Rv1173, Rv0570, Rv2350c, Rv1425, Rv2872, Rv1001
Rv2482c	plsB2	Probable glycerol-3-phosphate acyltransferase PlsB2 (GPAT)	Non essential	lipid metabolism	Rv2440c, Rv0683, Rv2539c, Rv1655, Rv1023, Rv2682c, Rv2614c, Rv0682, Rv3721c, Rv0706
Rv2483c	plsC	Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT)	Non essential	lipid metabolism	Rv2428, Rv1169c, Rv1755c, Rv1938, Rv0282, Rv1848, Rv2816c, Rv2870c, Rv3130c, Rv0601c
Rv2484c	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	Non essential	lipid metabolism	Rv1552, Rv0518, Rv3080c, Rv1196, Rv3220c, Rv0977, Rv0757, Rv3740c, Rv1256c, Rv2218
Rv2485c	lipQ	Probable carboxylesterase LipQ	Non essential	intermediary metabolism and respiration	Rv2289, Rv2407, Rv1886c, Rv2958c, Rv0233, Rv1344, Rv3089, Rv0802c, Rv2436, Rv0978c
Rv2486	echA14	Probable enoyl-CoA hydratase EchA14 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	Non essential	lipid metabolism	Rv2175c, Rv3792, Rv3515c, Rv0598c, Rv3696c, Rv2464c, Rv1915, Rv3616c, Rv1747, Rv2924c
Rv2487c	PE_PGRS42	PE-PGRS family protein PE_PGRS42	Non essential	PE/PPE	Rv0895, Rv3826, Rv1368, Rv0432, Rv2249c, Rv0693, Rv3702c, Rv0655, Rv0469, Rv3309c
Rv2488c	-	Probable transcriptional regulatory protein (LuxR-family)	Non essential	regulatory proteins	Rv0598c, Rv3696c, Rv2464c, Rv3515c, Rv2175c, Rv3792, Rv3616c, Rv2924c, Rv1915, Rv2402
Rv2489c	-	Hypothetical alanine rich protein	Non essential	conserved hypotheticals	Rv0802c, Rv1344, Rv0978c, Rv3480c, Rv1886c, Rv0233, Rv1872c, Rv3089, Rv2289, Rv2958c
Rv2490c	PE_PGRS43	PE-PGRS family protein PE_PGRS43	Non essential	PE/PPE	Rv1151c, Rv1962c, Rv2270, Rv1997, Rv0444c, Rv1131, Rv2294, Rv2701c, Rv3382c, Rv0453
Rv2491	-	hypothetical protein	Growth defect	conserved hypotheticals	Rv3653, Rv1692, Rv0586, Rv0858c, Rv2549c, Rv0620, Rv3841, Rv2010, Rv3087, Rv2866
Rv2492	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1088, Rv1562c, Rv1341, Rv2118c, Rv3316, Rv1448c, Rv3881c, Rv0981, Rv0070c, Rv1206
Rv2493	vapB38	Possible antitoxin VapB38	Uncertain	virulence, detoxification, adaptation	Rv3012c, Rv1311, Rv2158c, Rv2742c, Rv1392, Rv0417, Rv2538c, Rv0422c, Rv2121c, Rv3425
Rv2494	vapC38	Possible toxin VapC38 Contains PIN domain	Non essential	virulence, detoxification, adaptation	Rv0022c, Rv0050, Rv1284, Rv3809c, Rv2179c, Rv1235, Rv0732, Rv3763, Rv2976c, Rv0016c
Rv2495c	bkdC	Probable branched-chain keto acid dehydrogenase E2 component BkdC	Non essential	intermediary metabolism and respiration	Rv3470c, Rv1219c, Rv1223, Rv1897c, Rv0827c, Rv1261c, Rv2710, Rv1009, Rv2952, Rv2949c
Rv2496c	bkdB	Probable branched-chain keto acid dehydrogenase E1 component, beta subunit BkdB	Non essential	intermediary metabolism and respiration	Rv2243, Rv1379, Rv0468, Rv1477, Rv1633, Rv2525c, Rv1957, Rv3722c, Rv1433, Rv0903c
Rv2497c	bkdA	Probable branched-chain keto acid dehydrogenase E1 component, alpha subunit BkdA	Non essential	intermediary metabolism and respiration	Rv3913, Rv2677c, Rv2211c, Rv1492, Rv2498c, Rv0221, Rv0735, Rv2852c, Rv0602c, Rv3036c
Rv2498c	citE	Probable citrate (pro-3S)-lyase (beta subunit) CitE (citrase) (citratase) (citritase) (citridesmolase) (citrase aldolase)	Non essential	intermediary metabolism and respiration	Rv1492, Rv2211c, Rv1364c, Rv0735, Rv1743, Rv3036c, Rv1103c, Rv0445c, Rv2497c, Rv0221
Rv2499c	-	Possible oxidase regulatory-related protein	Non essential	intermediary metabolism and respiration	Rv0982, Rv3358, Rv2919c, Rv2801c, Rv2587c, Rv0113, Rv3240c, Rv1259, Rv2623, Rv2865
Rv2500c	fadE19	Possible acyl-CoA dehydrogenase FadE19 (MMGC)	Non essential	lipid metabolism	Rv3229c, Rv3763, Rv1235, Rv0022c, Rv2741, Rv2066, Rv0016c, Rv0050, Rv0732, Rv1284
Rv2501c	accA1	Probable acetyl-/propionyl-coenzyme A carboxylase alpha chain (alpha subunit) AccA1: biotin carboxylase + biotin carboxyl carrier protein (BCCP)	Non essential	lipid metabolism	Rv3225c, Rv1308, Rv0386, Rv0630c, Rv3862c, Rv0629c, Rv2294, Rv3366, Rv1962c, Rv3740c
Rv2502c	accD1	Probable acetyl-/propionyl-CoA carboxylase (beta subunit) AccD1	Non essential	lipid metabolism	Rv2349c, Rv0844c, Rv2296, Rv2187, Rv1430, Rv0194, Rv2215, Rv2181, Rv0467, Rv2631
Rv2503c	scoB	Probable succinyl-CoA:3-ketoacid-coenzyme A transferase (beta subunit) ScoB (3-oxo-acid:CoA transferase) (OXCT B) (succinyl CoA:3-oxoacid CoA-transferase)	Non essential	lipid metabolism	Rv2780, Rv1931c, Rv0237, Rv0670, Rv1496, Rv1400c, Rv0956, Rv1027c, Rv3908, Rv1270c
Rv2504c	scoA	Probable succinyl-CoA:3-ketoacid-coenzyme A transferase (alpha subunit) ScoA (3-oxo acid:CoA transferase) (OXCT A) (succinyl-CoA:3-oxoacid-coenzyme A transferase)	Non essential	lipid metabolism	Rv2740, Rv0732, Rv3132c, Rv1253, Rv0018c, Rv0734, Rv2002, Rv1857, Rv3416, Rv3405c
Rv2505c	fadD35	Probable fatty-acid-CoA ligase FadD35 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv0609, Rv0932c, Rv2631, Rv1992c, Rv1032c, Rv3406, Rv0931c, Rv1336, Rv0058, Rv2296
Rv2506	-	Probable transcriptional regulatory protein (probably TetR-family)	Non essential	regulatory proteins	Rv1846c, Rv3655c, Rv0986, Rv1859, Rv2822c, Rv0408, Rv1746, Rv3702c, Rv3703c, Rv1267c
Rv2507	-	Possible conserved proline rich membrane protein	Non essential	cell wall and cell processes	Rv2611c, Rv3490, Rv1991A, Rv2165c, Rv0524, Rv2883c, Rv2592c, Rv2697c, Rv2111c, Rv1451
Rv2508c	-	Probable conserved integral membrane leucine and alanine rich protein	Non essential	cell wall and cell processes	Rv0694, Rv3570c, Rv3567c, Rv0019c, Rv1130, Rv1129c, Rv1026, Rv3568c, Rv0065, Rv2217
Rv2509	-	Probable short-chain type dehydrogenase/reductase	Essential	intermediary metabolism and respiration	Rv0350, Rv1536, Rv1713, Rv0014c, Rv2610c, Rv2845c, Rv1606, Rv3800c, Rv2460c, Rv3436c
Rv2510c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3109, Rv0908, Rv3119, Rv1745c, Rv0969, Rv0677c, Rv3398c, Rv0847, Rv1872c, Rv0277c
Rv2511	orn	Oligoribonuclease Orn	Essential	intermediary metabolism and respiration	Rv2404c, Rv3025c, Rv3764c, Rv2246, Rv2391, Rv0946c, Rv1248c, Rv1170, Rv0153c, Rv1956
Rv2512c	-	Transposase for insertion sequence element IS1081	Non essential	insertion seqs and phages	Rv1205, Rv3886c, Rv1033c, Rv1239c, Rv0073, Rv2301, Rv3097c, Rv3419c, Rv2584c, Rv3854c
Rv2513	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1372, Rv1102c, Rv1368, Rv3286c, Rv3309c, Rv0693, Rv0432, Rv2249c, Rv3826, Rv3452
Rv2514c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3316, Rv2118c, Rv1448c, Rv1341, Rv1562c, Rv1088, Rv1563c, Rv3881c, Rv3903c, Rv1731
Rv2515c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2007c, Rv3444c, Rv2043c, Rv1187, Rv1541c, Rv1608c, Rv1264, Rv3270, Rv3155, Rv1261c
Rv2516c	-	Hypothetical protein	Essential domain	conserved hypotheticals	Rv3780, Rv2034, Rv0998, Rv3535c, Rv3545c, Rv0761c, Rv1183, Rv2524c, Rv0352, Rv3495c
Rv2517c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1884c, Rv0020c, Rv2466c, Rv2276, Rv0678, Rv0496, Rv3282, Rv3149, Rv0130, Rv2673
Rv2518c	ldtB	Probable L,D-transpeptidase LdtB	Non essential	cell wall and cell processes	Rv3671c, Rv2553c, Rv3102c, Rv3101c, Rv2837c, Rv0127, Rv0384c, Rv1512, Rv3455c, Rv0410c
Rv2519	PE26	PE family protein PE26	Non essential	PE/PPE	Rv3616c, Rv2464c, Rv3433c, Rv0535, Rv3598c, Rv2402, Rv2175c, Rv2924c, Rv3515c, Rv0058
Rv2520c	-	Possible conserved membrane protein	Uncertain	cell wall and cell processes	Rv0046c, Rv0357c, Rv0562, Rv1380, Rv2965c, Rv3028c, Rv2145c, Rv0957, Rv2157c, Rv2461c
Rv2521	bcp	Probable bacterioferritin comigratory protein Bcp	Non essential	virulence, detoxification, adaptation	Rv3197A, Rv3130c, Rv2816c, Rv0220, Rv1218c, Rv1848, Rv1169c, Rv0601c, Rv3155, Rv2428
Rv2522c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1284, Rv3809c, Rv0022c, Rv1860, Rv2976c, Rv0050, Rv3315c, Rv3557c, Rv1108c, Rv0864
Rv2523c	acpS	holo-[acyl-carrier protein] synthase AcpS (holo-ACP synthase) (CoA:APO-[ACP]pantetheinephosphotransferase) (CoA:APO-[acyl-carrier protein]pantetheinephosphotransferase)	Non essential	lipid metabolism	Rv0846c, Rv0510, Rv2711, Rv1240, Rv3846, Rv2193, Rv3464, Rv2984, Rv2124c, Rv1451
Rv2524c	fas	Probable fatty acid synthase Fas (fatty acid synthetase)	Essential	lipid metabolism	Rv2151c, Rv0998, Rv2034, Rv3441c, Rv3535c, Rv3545c, Rv0761c, Rv1183, Rv2416c, Rv3085
Rv2525c	-	Conserved hypothetical protein Secreted; predicted to be a substrate of the twin arginine translocation (tat) export system	Non essential	conserved hypotheticals	Rv1411c, Rv3717, Rv1086, Rv1477, Rv3330, Rv0903c, Rv1957, Rv0352, Rv2224c, Rv1638
Rv2526	vapB17	Possible antitoxin VapB17	Uncertain	virulence, detoxification, adaptation	Rv2445c, Rv1665, Rv1391, Rv1695, Rv1013, Rv0551c, Rv1989c, Rv3156, Rv3609c, Rv2392
Rv2527	vapC17	Possible toxin VapC17	Non essential	virulence, detoxification, adaptation	Rv0065, Rv1495, Rv1130, Rv0019c, Rv2031c, Rv1129c, Rv3488, Rv3681c, Rv2848c, Rv1596
Rv2528c	mrr	Probable restriction system protein Mrr	Non essential	information pathways	Rv3509c, Rv3886c, Rv0091, Rv2301, Rv0934, Rv1242, Rv1694, Rv1033c, Rv0564c, Rv3234c
Rv2529	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3234c, Rv0869c, Rv0091, Rv0564c, Rv3886c, Rv0385, Rv3534c, Rv3449, Rv1694, Rv0548c
Rv2530A	vapB39	Possible antitoxin VapB39	Non essential	virulence, detoxification, adaptation	Rv1106c, Rv2009, Rv1196, Rv2820c, Rv1189, Rv2275, Rv0643c, Rv3010c, Rv2459, Rv0901
Rv2530c	vapC39	Possible toxin VapC39 Contains PIN domain	Non essential	virulence, detoxification, adaptation	Rv3272, Rv3911, Rv2232, Rv0866, Rv2702, Rv0933, Rv3724B, Rv3754, Rv2596, Rv2625c
Rv2531c	-	Probable amino acid decarboxylase	Non essential	intermediary metabolism and respiration	Rv3287c, Rv3339c, Rv1030, Rv3504, Rv2548, Rv2601, Rv1991c, Rv3310, Rv0092, Rv3451
Rv2532c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1184c, Rv1286, Rv0631c, Rv0230c, Rv3674c, Rv2579, Rv1675c, Rv1932, Rv2548, Rv0438c
Rv2533c	nusB	N utilization substance protein NusB (NusB protein)	Essential	information pathways	Rv2965c, Rv0046c, Rv0357c, Rv2461c, Rv2145c, Rv0706, Rv3915, Rv0562, Rv2157c, Rv3048c
Rv2534c	efp	Probable elongation factor P Efp	Essential	information pathways	Rv3423c, Rv1402, Rv3255c, Rv3247c, Rv1617, Rv3246c, Rv0884c, Rv3244c, Rv1093, Rv3265c
Rv2535c	pepQ	Probable cytoplasmic peptidase PepQ	Non essential	intermediary metabolism and respiration	Rv3384c, Rv3262, Rv2737c, Rv1082, Rv1080c, Rv1474c, Rv2149c, Rv3919c, Rv1247c, Rv1932
Rv2536	-	Probable conserved transmembrane protein	Growth advantage	cell wall and cell processes	Rv3272, Rv0866, Rv2702, Rv2530c, Rv0933, Rv3754, Rv0805, Rv3911, Rv2232, Rv2596
